code,department,faculty,link,term,title
EVG 5800,Department of Civil Engineering,Faculty of Engineering,Course.aspx?id=013241&term=2189&session=FS,2018 Fall Term,Seminar for Master's Candidates in Environmental Engineering
EVG 5801,Department of Civil Engineering,Faculty of Engineering,Course.aspx?id=013243&term=2189&session=FS,2018 Fall Term,Seminar for Doctoral Candidates in Environmental Engineering
EVG 6108,Department of Civil Engineering,Faculty of Engineering,Course.aspx?id=013248&term=2189&session=FS,2018 Fall Term,Directed Studies I
EVG 6300,Department of Civil Engineering,Faculty of Engineering,Course.aspx?id=013252&term=2189&session=FS,2018 Fall Term,Special Topics in Environmental Engineering I
EVG 7301,Department of Civil Engineering,Faculty of Engineering,Course.aspx?id=013272&term=2189&session=FS,2018 Fall Term,Contaminant Hydrology
EVS 3101,Department of Earth and Environmental Sciences,Faculty of Science,Course.aspx?id=013293&term=2189&session=FS,2018 Fall Term,Environmental Issues
EVS 3120,Department of Earth and Environmental Sciences,Faculty of Science,Course.aspx?id=013295&term=2189&session=FS,2018 Fall Term,Environmental Microbiology
EVS 3501,Department of Earth and Environmental Sciences,Faculty of Science,Course.aspx?id=013296&term=2189&session=FS,2018 Fall Term,Problèmes environnementaux I
EVS 3520,Department of Earth and Environmental Sciences,Faculty of Science,Course.aspx?id=013298&term=2189&session=FS,2018 Fall Term,Microbiologie environnementale
EVS 4009,Department of Earth and Environmental Sciences,Faculty of Science,Course.aspx?id=013304&term=2189&session=FS,2018 Fall Term,Research Project
EVS 0091,Department of Earth and Environmental Sciences,Faculty of Science,Course.aspx?id=051491&term=2189&session=FS,2018 Fall Term,Research Project (Part 1 of 2)
EVS 4904,Department of Earth and Environmental Sciences,Faculty of Science,Course.aspx?id=013308&term=2189&session=FS,2018 Fall Term,Seminar
FEM 1100,Institute of Feminist and Gender Studies,Faculty of Social Sciences,Course.aspx?id=013319&term=2189&session=FS,2018 Fall Term,"Women, Gender, Feminism: An Introduction"
FEM 1500,Institute of Feminist and Gender Studies,Faculty of Social Sciences,Course.aspx?id=013320&term=2189&session=FS,2018 Fall Term,"Femmes, genre, féminisme : Une introduction"
FEM 2103,Institute of Feminist and Gender Studies,Faculty of Social Sciences,Course.aspx?id=013321&term=2189&session=FS,2018 Fall Term,Methodology in Feminist Studies
FEM 2107,Institute of Feminist and Gender Studies,Faculty of Social Sciences,Course.aspx?id=013325&term=2189&session=FS,2018 Fall Term,"Diversities of Women: Gender, Race, Class and (Dis)ability"
FEM 2109,Institute of Feminist and Gender Studies,Faculty of Social Sciences,Course.aspx?id=013327&term=2189&session=FS,2018 Fall Term,Gender and Globalization in a Transnational World
FEM 2110,Institute of Feminist and Gender Studies,Faculty of Social Sciences,Course.aspx?id=013328&term=2189&session=FS,2018 Fall Term,"Sexuality, Gender and Popular Culture"
FEM 2111,Institute of Feminist and Gender Studies,Faculty of Social Sciences,Course.aspx?id=013329&term=2189&session=FS,2018 Fall Term,"Class, Work, Gender and (Re)Production"
FEM 2504,Institute of Feminist and Gender Studies,Faculty of Social Sciences,Course.aspx?id=013331&term=2189&session=FS,2018 Fall Term,"Genre, (in)capacités et santé"
FEM 9997,Institute of Feminist and Gender Studies,Faculty of Social Sciences,Course.aspx?id=013403&term=2189&session=FS,2018 Fall Term,Doctoral Thesis Proposal
FEM 9998,Institute of Feminist and Gender Studies,Faculty of Social Sciences,Course.aspx?id=013404&term=2189&session=FS,2018 Fall Term,Comprehensive Examination
FLS 1510,Official Languages and Bilingualism Institute,Faculty of Arts,Course.aspx?id=013414&term=2189&session=FS,2018 Fall Term,Oral and Written Communication in French as a Second Language: Beginner Level
FLS 1511,Official Languages and Bilingualism Institute,Faculty of Arts,Course.aspx?id=013415&term=2189&session=FS,2018 Fall Term,Oral and Written Communication in French as a Second Language: Elementary Level I
FLS 1512,Official Languages and Bilingualism Institute,Faculty of Arts,Course.aspx?id=013416&term=2189&session=FS,2018 Fall Term,Oral and Written Communication in French as a Second Language; Elementary Level II
FLS 1513,Official Languages and Bilingualism Institute,Faculty of Arts,Course.aspx?id=013417&term=2189&session=FS,2018 Fall Term,French Grammar for Second Language Learners: Elementary Level
FLS 2500,Official Languages and Bilingualism Institute,Faculty of Arts,Course.aspx?id=013444&term=2189&session=FS,2018 Fall Term,Apprendre à apprendre
FLS 2511,Official Languages and Bilingualism Institute,Faculty of Arts,Course.aspx?id=013446&term=2189&session=FS,2018 Fall Term,Communication orale et écrite en français langue seconde : niveau intermédiaire I
FLS 2512,Official Languages and Bilingualism Institute,Faculty of Arts,Course.aspx?id=013447&term=2189&session=FS,2018 Fall Term,Oral and Written Communication in French as a  Second Language: Intermediate Level II
FLS 2513,Official Languages and Bilingualism Institute,Faculty of Arts,Course.aspx?id=013448&term=2189&session=FS,2018 Fall Term,Grammaire française pour étudiants en langue seconde : niveau intermédiaire
FLS 2521,Official Languages and Bilingualism Institute,Faculty of Arts,Course.aspx?id=013449&term=2189&session=FS,2018 Fall Term,Lire et écrire en français langue seconde
FLS 2522,Official Languages and Bilingualism Institute,Faculty of Arts,Course.aspx?id=013450&term=2189&session=FS,2018 Fall Term,Écouter et parler en français langue seconde
FLS 2581,Official Languages and Bilingualism Institute,Faculty of Arts,Course.aspx?id=013452&term=2189&session=FS,2018 Fall Term,Immersion 1 : Compréhension orale et écrite
FLS 2731,Official Languages and Bilingualism Institute,Faculty of Arts,Course.aspx?id=013472&term=2189&session=FS,2018 Fall Term,Compréhension de l'oral en français langue seconde : niveau avancé I
FLS 2741,Official Languages and Bilingualism Institute,Faculty of Arts,Course.aspx?id=013474&term=2189&session=FS,2018 Fall Term,Mieux lire en FLS
FLS 2751,Official Languages and Bilingualism Institute,Faculty of Arts,Course.aspx?id=013475&term=2189&session=FS,2018 Fall Term,Discutons-en
FLS 2761,Official Languages and Bilingualism Institute,Faculty of Arts,Course.aspx?id=013476&term=2189&session=FS,2018 Fall Term,Mieux écrire en FLS
FLS 2771,Official Languages and Bilingualism Institute,Faculty of Arts,Course.aspx?id=013477&term=2189&session=FS,2018 Fall Term,Grammaire en contexte : interactions orales et écrites
FLS 2772,Official Languages and Bilingualism Institute,Faculty of Arts,Course.aspx?id=013478&term=2189&session=FS,2018 Fall Term,Mieux prononcer pour mieux communiquer en FLS
FLS 3500,Official Languages and Bilingualism Institute,Faculty of Arts,Course.aspx?id=013480&term=2189&session=FS,2018 Fall Term,Compétence en langue seconde : Exercices et évaluation
FRA 3550,Département de français,Faculty of Arts,Course.aspx?id=013671&term=2189&session=FS,2018 Fall Term,Communication écrite
FRA 3562,Département de français,Faculty of Arts,Course.aspx?id=013678&term=2189&session=FS,2018 Fall Term,Le classicisme
FRA 3578,Département de français,Faculty of Arts,Course.aspx?id=013688&term=2189&session=FS,2018 Fall Term,Critique et chronique culturelles
FRA 3703,Département de français,Faculty of Arts,Course.aspx?id=013720&term=2189&session=FS,2018 Fall Term,Rédaction hypertextuelle
FRA 3743,Département de français,Faculty of Arts,Course.aspx?id=013730&term=2189&session=FS,2018 Fall Term,La poésie moderne
FRA 3749,Département de français,Faculty of Arts,Course.aspx?id=013736&term=2189&session=FS,2018 Fall Term,La rhétorique
FRA 3755,Département de français,Faculty of Arts,Course.aspx?id=013742&term=2189&session=FS,2018 Fall Term,Le roman québécois depuis 1970
FRA 4580,Département de français,Faculty of Arts,Course.aspx?id=013803&term=2189&session=FS,2018 Fall Term,Littérature et société
FRA 4775,Département de français,Faculty of Arts,Course.aspx?id=013834&term=2189&session=FS,2018 Fall Term,La littérature et les mythes
FRA 5505,Département de français,Faculty of Arts,Course.aspx?id=013862&term=2189&session=FS,2018 Fall Term,Littérature et philosophie
FRA 5560,Département de français,Faculty of Arts,Course.aspx?id=013896&term=2189&session=FS,2018 Fall Term,Analyse du discours
FRA 7997,Département de français,Faculty of Arts,Course.aspx?id=014124&term=2189&session=FS,2018 Fall Term,Mémoire
FRA 7998,Département de français,Faculty of Arts,Course.aspx?id=014125&term=2189&session=FS,2018 Fall Term,Projet de thèse de maîtrise
FRA 9997,Département de français,Faculty of Arts,Course.aspx?id=014166&term=2189&session=FS,2018 Fall Term,Projet de thèse de doctorat
FRA 9998,Département de français,Faculty of Arts,Course.aspx?id=014167&term=2189&session=FS,2018 Fall Term,Examen de synthèse
FRE 2734,Département de français,Faculty of Arts,Course.aspx?id=014213&term=2189&session=FS,2018 Fall Term,La chanson
FRE 3514,Département de français,Faculty of Arts,Course.aspx?id=014227&term=2189&session=FS,2018 Fall Term,Roman québécois
FRE 4545,Département de français,Faculty of Arts,Course.aspx?id=014247&term=2189&session=FS,2018 Fall Term,Mythes et littérature
GEG 1301,Department of Geography,Faculty of Arts,Course.aspx?id=014262&term=2189&session=FS,2018 Fall Term,The Physical Environment
GEG 1701,Department of Geography,Faculty of Arts,Course.aspx?id=014267&term=2189&session=FS,2018 Fall Term,L'environnement physique
GEG 4532,Department of Geography,Faculty of Arts,Course.aspx?id=014458&term=2189&session=FS,2018 Fall Term,"Paysages, lieux et cultures"
GEG 5109,Department of Geography,Faculty of Arts,Course.aspx?id=014492&term=2189&session=FS,2018 Fall Term,Place and Social Transformations
GEG 5505,Department of Geography,Faculty of Arts,Course.aspx?id=014517&term=2189&session=FS,2018 Fall Term,Thèmes choisis en géographie humaine
GEG 5710,Department of Geography,Faculty of Arts,Course.aspx?id=014538&term=2189&session=FS,2018 Fall Term,Thèmes choisis en géographie physique
GEG 6101,Department of Geography,Faculty of Arts,Course.aspx?id=014575&term=2189&session=FS,2018 Fall Term,Data Analysis and Modelling
GEG 7906,Department of Geography,Faculty of Arts,Course.aspx?id=014612&term=2189&session=FS,2018 Fall Term,Directed  Research
GEG 7996,Department of Geography,Faculty of Arts,Course.aspx?id=014617&term=2189&session=FS,2018 Fall Term,Preparation and Presentation of the MSc Thesis Project
GEG 7998,Department of Geography,Faculty of Arts,Course.aspx?id=014618&term=2189&session=FS,2018 Fall Term,Preparation and Presentation of the M.A. Thesis Project
GEG 9001,Department of Geography,Faculty of Arts,Course.aspx?id=014629&term=2189&session=FS,2018 Fall Term,Preparation of Ph.D. Thesis Project
GEG 9998,Department of Geography,Faculty of Arts,Course.aspx?id=014630&term=2189&session=FS,2018 Fall Term,Comprehensive Examination
GEO 1115,Department of Earth and Environmental Sciences,Faculty of Science,Course.aspx?id=014640&term=2189&session=FS,2018 Fall Term,Introduction to Earth Materials
GEO 1515,Department of Earth and Environmental Sciences,Faculty of Science,Course.aspx?id=014653&term=2189&session=FS,2018 Fall Term,Introduction aux matériaux terrestres
GEO 2163,Department of Earth and Environmental Sciences,Faculty of Science,Course.aspx?id=014673&term=2189&session=FS,2018 Fall Term,Introduction to Mineralogy
GEO 2165,Department of Earth and Environmental Sciences,Faculty of Science,Course.aspx?id=014675&term=2189&session=FS,2018 Fall Term,Stratigraphy and Sedimentation
GEO 2563,Department of Earth and Environmental Sciences,Faculty of Science,Course.aspx?id=014702&term=2189&session=FS,2018 Fall Term,Introduction à la minéralogie
GEO 2565,Department of Earth and Environmental Sciences,Faculty of Science,Course.aspx?id=014704&term=2189&session=FS,2018 Fall Term,Stratigraphie et sédimentation
GEO 2734,Department of Earth and Environmental Sciences,Faculty of Science,Course.aspx?id=014712&term=2189&session=FS,2018 Fall Term,Géologie quaternaire et changement climatique
GEO 3163,Department of Earth and Environmental Sciences,Faculty of Science,Course.aspx?id=014730&term=2189&session=FS,2018 Fall Term,Igneous Petrology
GEO 3164,Department of Earth and Environmental Sciences,Faculty of Science,Course.aspx?id=014731&term=2189&session=FS,2018 Fall Term,Metamorphic Petrology
GEO 3166,Department of Earth and Environmental Sciences,Faculty of Science,Course.aspx?id=014733&term=2189&session=FS,2018 Fall Term,Siliciclastic Sedimentology
GNG 1503,Engineering (General),Faculty of Engineering,Course.aspx?id=039412&term=2189&session=FS,2018 Fall Term,Génie de la conception
GNG 1505,Engineering (General),Faculty of Engineering,Course.aspx?id=015034&term=2189&session=FS,2018 Fall Term,Mécanique pour ingénieurs
GNG 1506,Engineering (General),Faculty of Engineering,Course.aspx?id=015035&term=2189&session=FS,2018 Fall Term,Notions fondamentales du traitement de l'information en génie
GNG 2101,Engineering (General),Faculty of Engineering,Course.aspx?id=015042&term=2189&session=FS,2018 Fall Term,Introduction to Product Development and Management for Engineers and Computer Scientists
GNG 2501,Engineering (General),Faculty of Engineering,Course.aspx?id=015044&term=2189&session=FS,2018 Fall Term,Introduction à la gestion et au développement de produits en génie et en informatique
GNG 3100,Engineering (General),Faculty of Engineering,Course.aspx?id=015045&term=2189&session=FS,2018 Fall Term,Selected Topics in Engineering I
GNG 4120,Engineering (General),Faculty of Engineering,Course.aspx?id=015056&term=2189&session=FS,2018 Fall Term,Technology Entrepreneurship for Engineers and Computer Scientists
